area_unit_id,area_unit_name,2 + bedrooms needed (severely crowded),1 bedroom needed (crowded),total_crowded,total_crowded_percent,No extra bedrooms required,1 bedroom spare,2 or more bedrooms spare,total_not_crowded,total_not_crowded_percent,total_stated,total_unknown,total_households,average_household_size
525002,Beaumont,30,66,96,14.7, 195 , 222 , 138 , 555 ,84.9, 654 , 54 , 705 ,3.0
525101,Leabank,60,144,204,15.9, 402 , 366 , 306 ," 1,077 ",84.1," 1,281 ", 150 ," 1,431 ",3.4
525102,Wattle Farm,57,93,147,7.1, 318 , 699 , 915 ," 1,929 ",92.8," 2,079 ", 87 ," 2,163 ",3.1
525201,Clevedon,,12,18,2.2, 132 , 264 , 396 , 792 ,98.1, 807 , 33 , 840 ,2.9
525202,Kawakawa-Orere,,12,15,3.6, 78 , 165 , 156 , 402 ,96.4, 417 , 21 , 438 ,2.4
525410,Papakura Central,12,48,60,7.5, 195 , 372 , 165 , 735 ,92.5, 795 , 60 , 855 ,2.2
525420,Papakura North,9,33,39,4.3, 222 , 414 , 240 , 876 ,95.7, 915 , 60 , 978 ,2.2
525510,Papakura South,18,51,72,16.9, 117 , 144 , 96 , 357 ,83.8, 426 , 36 , 465 ,3.4
525520,Opaheke,12,24,36,4.4, 150 , 276 , 348 , 774 ,95.6, 810 , 33 , 846 ,3.0
525530,Rosehill,33,72,105,11.8, 222 , 294 , 273 , 789 ,88.6, 891 , 57 , 951 ,3.3
525540,Pahurehure,,12,18,1.8, 171 , 360 , 468 , 999 ,98.5," 1,014 ", 18 ," 1,032 ",2.9
525610,Papakura East,99,168,264,18.4, 348 , 411 , 408 ," 1,164 ",81.3," 1,431 ", 108 ," 1,539 ",3.5
525620,Massey Park,15,42,54,9.0, 141 , 213 , 192 , 552 ,91.5, 603 , 27 , 633 ,2.8
525630,Papakura North East,30,57,87,7.2, 255 , 438 , 429 ," 1,122 ",92.8," 1,209 ", 42 ," 1,251 ",2.9
525700,Red Hill,30,63,90,12.6, 147 , 201 , 279 , 624 ,87.0, 717 , 54 , 771 ,3.3
525910,Pukekohe North,69,117,186,8.3, 495 , 744 , 828 ," 2,067 ",91.7," 2,253 ", 162 ," 2,412 ",3.0
525921,Pukekohe West,15,66,84,4.1, 360 , 726 , 906 ," 1,989 ",95.9," 2,073 ", 90 ," 2,163 ",2.6
525922,Bledisloe Park,9,24,33,3.5, 162 , 339 , 399 , 900 ,96.5, 933 , 33 , 963 ,2.6
526103,Waiuku West,6,33,39,3.9, 186 , 348 , 426 , 960 ,96.1, 999 , 45 ," 1,044 ",2.5
526104,Waiuku East,12,39,51,4.5, 216 , 405 , 447 ," 1,071 ",95.5," 1,122 ", 51 ," 1,170 ",2.8
526105,South Waiuku,,3,6,1.5, 51 , 132 , 219 , 402 ,99.3, 405 , 24 , 429 ,2.9
615800,Mokohinau Island,,,,, ..C , ..C , ..C , ..C ,, ..C , ..C , ..C ,
615900,Little Barrier Island,,,,, ..C , ..C , ..C , ..C ,, ..C , ..C , ..C ,
616001,Kaikoura and Rangiahua Islands,,,,, ..C , ..C , ..C , ..C ,, 6 , ..C , 3 ,3.0
