name,url,address,lat,lng
Swanson Medical Centre,/doctors/gp/swanson-medical-centre/,"714 Swanson Road, Swanson, Auckland",-36.8660651,174.5793061
T.L. Care,/doctors/gp/tl-care/,"296 Te Atatu Road, Te Atatu South, Auckland",-36.86236510000001,174.64878780000004
Takapuna Healthcare,/doctors/gp/takapuna-healthcare/,"25 Bracken Avenue, Takapuna, Auckland",-36.7919068,174.7712171
Te Atatu South Medical Centre,/doctors/gp/te-atatu-south-medical-centre/,"259 Te Atatu Road, Te Atatu South, Auckland",-36.8634879,174.6488331
Te Puna Hauora o te Raki Paewhenua - Health & Social Services,/doctors/gp/te-puna-hauora-o-te-raki-paewhenua-health/,,,
The Doctors Golf Road,/doctors/gp/the-doctors-golf-road/,"168 Golf Road, Titirangi, Auckland",-36.9263719,174.6713174
"The Doctors, New Lynn",/doctors/gp/the-doctors-new-lynn/,"The Doctors, New Lynn",-36.9048545,174.68445129999998
The Fono - West,/doctors/gp/the-fono-west/,"411 Great North Road, Henderson, Auckland",-36.8893801,174.6973938
The Fono - West Central,/doctors/gp/the-fono-west-central/,"297 Blockhouse Bay Road, Avondale, Auckland",-36.9082507,174.7014468
Titirangi Medical Centre Ltd.,/doctors/gp/titirangi-medical-centre-ltd/,"2 Rangiwai Road, Titirangi, Auckland",-36.93828999999999,174.6583294
Travel Clinic North Shore,/doctors/gp/travel-clinic-north-shore/,"101 Apollo Drive, Rosedale, Auckland",-36.73674889999999,174.72786210000004
Upper Harbour Medical Centre,/doctors/gp/upper-harbour-medical-centre/,"393 Hobsonville Road, Hobsonville, Auckland",-36.7991877,174.6464309
Valley Medical Centre,/doctors/gp/valley-medical-centre/,"149 Henderson Valley Road, Auckland",-36.8924481,174.62078539999993
Waimauku Doctors,/doctors/gp/waimauku-doctors/,"8 Waimauku Station Road, Waimauku",-36.7681204,174.492878
Waitakere Union Health,/doctors/gp/waitakere-union-health/,"55-75 Lincoln Road, Henderson, Auckland",-36.86967780000001,174.62989649999997
West Auckland Healthcare - Lincoln Road Medical Centre,/doctors/gp/west-auckland-healthcare-lincoln-road-medical/,"131 Lincoln Road, Henderson, Auckland",-36.8646275,174.63017360000003
West Auckland Healthcare - Ranui Medical Centre,/doctors/gp/west-auckland-healthcare-ranui-medical-centre/,"421 Swanson Road, Ranui, Auckland",-36.8637145,174.60274890000005
West Auckland Healthcare - Wai Health Clinic,/doctors/gp/west-auckland-healthcare-wai-health-clinic/,"6-8 Pioneer Street, Henderson, Auckland",-36.88107823984726,174.63268518447876
West Harbour Medical Centre,/doctors/gp/west-harbour-medical-centre/,"86 Oreil Avenue, West Harbour, Auckland",-36.8230174,174.6239954
Westgate Medical Centre,/doctors/gp/westgate-medical-centre-1/,Westgate Medical Centre,-36.819662579680994,174.61414575576782
Westview Medical Centre,/doctors/gp/westview-medical-centre/,"5 Glendale Road, Glen Eden, Auckland",-36.91035369999999,174.64981710000006
White Cross Accident & Medical - Auckland,/doctors/gp/white-cross-accident-medical-auckland/,,,
